"Batter_Name","line_bin","length_bin","Balls","Runs","SR"
"Shubham Dubey","leg","short",1,1,100
"Shubham Dubey","off","bouncer",1,1,100
"Shubham Dubey","line","bouncer",2,7,350
"Shubham Dubey","leg","bouncer",2,2,100
"Shai Hope","off","yorker",12,22,183.33
"Shai Hope","line","yorker",5,8,160
"Shai Hope","leg","yorker",1,4,400
"Shai Hope","off","full",6,5,83.33
"Shai Hope","line","full",11,24,218.18
"Shai Hope","leg","full",3,5,166.67
"Shai Hope","off","length",13,18,138.46
"Shai Hope","line","length",12,23,191.67
"Shai Hope","leg","length",1,4,400
"Shai Hope","off","back of length",12,11,91.67
"Shai Hope","line","back of length",17,17,100
"Shai Hope","leg","back of length",5,19,380
"Shai Hope","off","short",7,11,157.14
"Shai Hope","line","short",7,4,57.14
"Shai Hope","off","bouncer",7,5,71.43
"Shai Hope","line","bouncer",1,0,0
"Shai Hope","leg","bouncer",2,3,150
"Sherfane Rutherford","off","yorker",11,11,100
"Sherfane Rutherford","line","yorker",11,19,172.73
"Sherfane Rutherford","leg","yorker",2,1,50
"Sherfane Rutherford","off","full",13,7,53.85
"Sherfane Rutherford","line","full",19,18,94.74
"Sherfane Rutherford","leg","full",2,0,0
"Sherfane Rutherford","off","length",34,58,170.59
"Sherfane Rutherford","line","length",25,40,160
"Sherfane Rutherford","leg","length",15,32,213.33
"Sherfane Rutherford","off","back of length",20,26,130
"Sherfane Rutherford","line","back of length",25,38,152
"Sherfane Rutherford","leg","back of length",13,12,92.31
"Sherfane Rutherford","off","short",8,11,137.5
"Sherfane Rutherford","line","short",17,25,147.06
"Sherfane Rutherford","leg","short",5,10,200
"Sherfane Rutherford","off","bouncer",10,8,80
"Sherfane Rutherford","line","bouncer",3,7,233.33
"Sherfane Rutherford","leg","bouncer",2,1,50
"Spencer Johnson","off","full",1,0,0
"Spencer Johnson","line","full",1,1,100
"Spencer Johnson","off","length",1,1,100
"Spencer Johnson","line","length",2,0,0
"Spencer Johnson","line","back of length",2,0,0
"Spencer Johnson","leg","back of length",1,1,100
"Spencer Johnson","line","short",1,4,400
"Spencer Johnson","off","bouncer",1,0,0
"Spencer Johnson","line","bouncer",1,1,100
"SK Rasheed","off","yorker",4,7,175
"SK Rasheed","line","yorker",5,1,20
"SK Rasheed","leg","yorker",1,0,0
"SK Rasheed","off","full",10,2,20
"SK Rasheed","line","full",4,10,250
"SK Rasheed","off","length",3,1,33.33
"SK Rasheed","line","length",5,9,180
"SK Rasheed","leg","length",1,4,400
"SK Rasheed","off","back of length",7,12,171.43
"SK Rasheed","line","back of length",7,9,128.57
"SK Rasheed","leg","back of length",3,6,200
"SK Rasheed","off","short",4,1,25
"SK Rasheed","line","short",4,4,100
"SK Rasheed","leg","short",1,0,0
"SK Rasheed","off","bouncer",3,1,33.33
"SK Rasheed","line","bouncer",1,4,400
"Sam Curran","off","yorker",19,20,105.26
"Sam Curran","line","yorker",23,35,152.17
"Sam Curran","leg","yorker",5,8,160
"Sam Curran","off","full",36,45,125
"Sam Curran","line","full",42,48,114.29
"Sam Curran","leg","full",6,4,66.67
"Sam Curran","off","length",58,88,151.72
"Sam Curran","line","length",58,52,89.66
"Sam Curran","leg","length",9,7,77.78
"Sam Curran","off","back of length",65,71,109.23
"Sam Curran","line","back of length",56,89,158.93
"Sam Curran","leg","back of length",18,25,138.89
"Sam Curran","off","short",33,43,130.3
"Sam Curran","line","short",30,38,126.67
"Sam Curran","leg","short",24,28,116.67
"Sam Curran","off","bouncer",8,17,212.5
"Sam Curran","line","bouncer",11,27,245.45
"Sam Curran","leg","bouncer",7,15,214.29
"Sarfaraz Khan","off","yorker",10,17,170
"Sarfaraz Khan","line","yorker",10,10,100
"Sarfaraz Khan","leg","yorker",1,2,200
"Sarfaraz Khan","off","full",10,11,110
"Sarfaraz Khan","line","full",8,11,137.5
"Sarfaraz Khan","leg","full",3,1,33.33
"Sarfaraz Khan","off","length",11,17,154.55
"Sarfaraz Khan","line","length",14,7,50
"Sarfaraz Khan","leg","length",6,10,166.67
"Sarfaraz Khan","off","back of length",13,13,100
"Sarfaraz Khan","line","back of length",12,13,108.33
"Sarfaraz Khan","leg","back of length",7,12,171.43
"Sarfaraz Khan","off","short",6,6,100
"Sarfaraz Khan","line","short",4,2,50
"Sarfaraz Khan","leg","short",3,1,33.33
"Sarfaraz Khan","off","bouncer",6,8,133.33
"Sarfaraz Khan","line","bouncer",4,2,50
"Sarfaraz Khan","leg","bouncer",1,1,100
"Shardul Thakur","off","yorker",11,13,118.18
"Shardul Thakur","line","yorker",7,13,185.71
"Shardul Thakur","leg","yorker",4,2,50
"Shardul Thakur","off","full",11,18,163.64
"Shardul Thakur","line","full",13,22,169.23
"Shardul Thakur","leg","full",5,10,200
"Shardul Thakur","off","length",15,34,226.67
"Shardul Thakur","line","length",19,15,78.95
"Shardul Thakur","leg","length",8,17,212.5
"Shardul Thakur","off","back of length",24,30,125
"Shardul Thakur","line","back of length",19,18,94.74
"Shardul Thakur","leg","back of length",15,34,226.67
"Shardul Thakur","off","short",10,10,100
"Shardul Thakur","line","short",7,10,142.86
"Shardul Thakur","leg","short",6,11,183.33
"Shardul Thakur","off","bouncer",5,3,60
"Shardul Thakur","line","bouncer",4,6,150
"Shardul Thakur","leg","bouncer",4,6,150
"Shimron Hetmyer","off","yorker",23,42,182.61
"Shimron Hetmyer","line","yorker",32,30,93.75
"Shimron Hetmyer","leg","yorker",12,22,183.33
"Shimron Hetmyer","off","full",47,59,125.53
"Shimron Hetmyer","line","full",48,73,152.08
"Shimron Hetmyer","leg","full",14,14,100
"Shimron Hetmyer","off","length",64,86,134.38
"Shimron Hetmyer","line","length",86,146,169.77
"Shimron Hetmyer","leg","length",35,48,137.14
"Shimron Hetmyer","off","back of length",77,134,174.03
"Shimron Hetmyer","line","back of length",61,99,162.3
"Shimron Hetmyer","leg","back of length",27,45,166.67
"Shimron Hetmyer","off","short",28,49,175
"Shimron Hetmyer","line","short",32,47,146.88
"Shimron Hetmyer","leg","short",11,19,172.73
"Shimron Hetmyer","off","bouncer",20,21,105
"Shimron Hetmyer","line","bouncer",15,25,166.67
"Shimron Hetmyer","leg","bouncer",8,12,150
"Sheldon Jackson","line","yorker",2,3,150
"Sheldon Jackson","off","full",2,0,0
"Sheldon Jackson","line","full",3,2,66.67
"Sheldon Jackson","off","length",1,1,100
"Sheldon Jackson","line","length",4,4,100
"Sheldon Jackson","off","back of length",3,1,33.33
"Sheldon Jackson","line","back of length",4,2,50
"Sheldon Jackson","leg","back of length",1,1,100
"Sheldon Jackson","off","short",1,0,0
"Sheldon Jackson","line","short",2,7,350
"Sheldon Jackson","off","bouncer",2,1,50
"Sheldon Jackson","leg","bouncer",1,1,100
"Sunil Narine","off","yorker",20,27,135
"Sunil Narine","line","yorker",12,15,125
"Sunil Narine","leg","yorker",11,9,81.82
"Sunil Narine","off","full",35,52,148.57
"Sunil Narine","line","full",47,84,178.72
"Sunil Narine","leg","full",7,10,142.86
"Sunil Narine","off","length",58,106,182.76
"Sunil Narine","line","length",61,88,144.26
"Sunil Narine","leg","length",16,28,175
"Sunil Narine","off","back of length",48,57,118.75
"Sunil Narine","line","back of length",50,101,202
"Sunil Narine","leg","back of length",16,35,218.75
"Sunil Narine","off","short",22,57,259.09
"Sunil Narine","line","short",40,79,197.5
"Sunil Narine","leg","short",15,33,220
"Sunil Narine","off","bouncer",11,22,200
"Sunil Narine","line","bouncer",7,16,228.57
"Sunil Narine","leg","bouncer",6,7,116.67
"Shreyas Iyer","off","yorker",47,55,117.02
"Shreyas Iyer","line","yorker",38,63,165.79
"Shreyas Iyer","leg","yorker",6,5,83.33
"Shreyas Iyer","off","full",90,152,168.89
"Shreyas Iyer","line","full",60,94,156.67
"Shreyas Iyer","leg","full",18,33,183.33
"Shreyas Iyer","off","length",104,167,160.58
"Shreyas Iyer","line","length",116,217,187.07
"Shreyas Iyer","leg","length",25,34,136
"Shreyas Iyer","off","back of length",85,133,156.47
"Shreyas Iyer","line","back of length",83,129,155.42
"Shreyas Iyer","leg","back of length",42,50,119.05
"Shreyas Iyer","off","short",50,51,102
"Shreyas Iyer","line","short",51,70,137.25
"Shreyas Iyer","leg","short",23,27,117.39
"Shreyas Iyer","off","bouncer",22,30,136.36
"Shreyas Iyer","line","bouncer",19,34,178.95
"Shreyas Iyer","leg","bouncer",6,12,200
"Suyash Prabhudessai","off","yorker",3,6,200
"Suyash Prabhudessai","line","yorker",3,1,33.33
"Suyash Prabhudessai","off","full",12,6,50
"Suyash Prabhudessai","line","full",6,9,150
"Suyash Prabhudessai","leg","full",2,0,0
"Suyash Prabhudessai","off","length",12,8,66.67
"Suyash Prabhudessai","line","length",15,18,120
"Suyash Prabhudessai","leg","length",4,9,225
"Suyash Prabhudessai","off","back of length",15,22,146.67
"Suyash Prabhudessai","line","back of length",8,16,200
"Suyash Prabhudessai","leg","back of length",4,3,75
"Suyash Prabhudessai","off","short",5,9,180
"Suyash Prabhudessai","line","short",6,5,83.33
"Suyash Prabhudessai","leg","short",2,6,300
"Suyash Prabhudessai","off","bouncer",2,2,100
"Suyash Prabhudessai","line","bouncer",6,6,100
"Suyash Prabhudessai","leg","bouncer",1,0,0
"Sanju Samson","off","yorker",45,72,160
"Sanju Samson","line","yorker",48,81,168.75
"Sanju Samson","leg","yorker",18,24,133.33
"Sanju Samson","off","full",90,125,138.89
"Sanju Samson","line","full",87,117,134.48
"Sanju Samson","leg","full",17,40,235.29
"Sanju Samson","off","length",117,199,170.09
"Sanju Samson","line","length",133,166,124.81
"Sanju Samson","leg","length",43,102,237.21
"Sanju Samson","off","back of length",119,188,157.98
"Sanju Samson","line","back of length",127,180,141.73
"Sanju Samson","leg","back of length",47,71,151.06
"Sanju Samson","off","short",66,98,148.48
"Sanju Samson","line","short",36,42,116.67
"Sanju Samson","leg","short",23,46,200
"Sanju Samson","off","bouncer",28,33,117.86
"Sanju Samson","line","bouncer",41,39,95.12
"Sanju Samson","leg","bouncer",14,13,92.86
"Sam Billings","off","yorker",4,3,75
"Sam Billings","line","yorker",5,13,260
"Sam Billings","leg","yorker",4,6,150
"Sam Billings","off","full",19,23,121.05
"Sam Billings","line","full",11,13,118.18
"Sam Billings","leg","full",2,6,300
"Sam Billings","off","length",10,12,120
"Sam Billings","line","length",13,15,115.38
"Sam Billings","leg","length",7,4,57.14
"Sam Billings","off","back of length",17,26,152.94
"Sam Billings","line","back of length",13,17,130.77
"Sam Billings","leg","back of length",3,1,33.33
"Sam Billings","off","short",8,11,137.5
"Sam Billings","line","short",9,10,111.11
"Sam Billings","leg","short",5,5,100
"Sam Billings","off","bouncer",2,1,50
"Sam Billings","line","bouncer",5,2,40
"Sam Billings","leg","bouncer",1,1,100
"Shams Mulani","off","full",1,1,100
"Sameer Rizvi","off","yorker",5,12,240
"Sameer Rizvi","line","yorker",6,10,166.67
"Sameer Rizvi","leg","yorker",3,0,0
"Sameer Rizvi","off","full",10,10,100
"Sameer Rizvi","line","full",3,2,66.67
"Sameer Rizvi","leg","full",3,2,66.67
"Sameer Rizvi","off","length",11,11,100
"Sameer Rizvi","line","length",22,39,177.27
"Sameer Rizvi","leg","length",7,9,128.57
"Sameer Rizvi","off","back of length",12,6,50
"Sameer Rizvi","line","back of length",7,9,128.57
"Sameer Rizvi","leg","back of length",3,3,100
"Sameer Rizvi","off","short",10,19,190
"Sameer Rizvi","line","short",10,21,210
"Sameer Rizvi","leg","short",3,3,100
"Sameer Rizvi","off","bouncer",5,10,200
"Sameer Rizvi","line","bouncer",3,6,200
"Sandeep Sharma","off","yorker",1,0,0
"Sandeep Sharma","line","yorker",1,0,0
"Sandeep Sharma","line","full",1,1,100
"Sandeep Sharma","leg","full",1,1,100
"Sandeep Sharma","line","length",1,1,100
"Sandeep Sharma","off","back of length",1,2,200
"Sandeep Sharma","line","back of length",1,0,0
"Sandeep Sharma","leg","back of length",1,1,100
"Sandeep Sharma","off","bouncer",1,1,100
"Sandeep Sharma","line","bouncer",1,0,0
"Sandeep Sharma","leg","bouncer",1,1,100
"Sanvir Singh","line","full",1,0,0
"Sanvir Singh","off","length",2,1,50
"Sanvir Singh","line","length",4,4,100
"Sanvir Singh","leg","length",1,1,100
"Sanvir Singh","off","back of length",2,4,200
"Sanvir Singh","line","back of length",2,3,150
"Sanvir Singh","leg","back of length",2,0,0
"Sanvir Singh","off","short",3,7,233.33
"Sanvir Singh","line","short",1,0,0
"Sanvir Singh","leg","short",1,1,100
"Sanvir Singh","off","bouncer",1,0,0
"Sanvir Singh","line","bouncer",1,4,400
"Saurav Chauhan","off","yorker",1,1,100
"Saurav Chauhan","line","yorker",1,0,0
"Saurav Chauhan","off","full",1,0,0
"Saurav Chauhan","line","full",1,1,100
"Saurav Chauhan","off","length",1,1,100
"Saurav Chauhan","line","length",4,8,200
"Saurav Chauhan","leg","length",1,0,0
"Saurav Chauhan","off","back of length",2,1,50
"Saurav Chauhan","line","back of length",1,4,400
"Saurav Chauhan","leg","short",2,2,100
"Sediqullah Atal","line","yorker",2,1,50
"Sediqullah Atal","line","full",1,1,100
"Sediqullah Atal","off","length",3,9,300
"Sediqullah Atal","line","length",1,1,100
"Sediqullah Atal","off","back of length",3,0,0
"Sediqullah Atal","line","back of length",2,1,50
"Sediqullah Atal","off","short",2,3,150
"Sediqullah Atal","line","short",2,6,300
"Shahbaz Ahmed","off","yorker",18,20,111.11
"Shahbaz Ahmed","line","yorker",17,15,88.24
"Shahbaz Ahmed","leg","yorker",3,2,66.67
"Shahbaz Ahmed","off","full",33,35,106.06
"Shahbaz Ahmed","line","full",30,28,93.33
"Shahbaz Ahmed","leg","full",10,8,80
"Shahbaz Ahmed","off","length",42,59,140.48
"Shahbaz Ahmed","line","length",43,56,130.23
"Shahbaz Ahmed","leg","length",15,11,73.33
"Shahbaz Ahmed","off","back of length",43,63,146.51
"Shahbaz Ahmed","line","back of length",44,45,102.27
"Shahbaz Ahmed","leg","back of length",9,14,155.56
"Shahbaz Ahmed","off","short",22,23,104.55
"Shahbaz Ahmed","line","short",22,36,163.64
"Shahbaz Ahmed","leg","short",14,25,178.57
"Shahbaz Ahmed","off","bouncer",14,19,135.71
"Shahbaz Ahmed","line","bouncer",14,25,178.57
"Shahbaz Ahmed","leg","bouncer",3,1,33.33
"Shashank Singh","off","yorker",20,32,160
"Shashank Singh","line","yorker",24,34,141.67
"Shashank Singh","leg","yorker",4,7,175
"Shashank Singh","off","full",36,67,186.11
"Shashank Singh","line","full",40,50,125
"Shashank Singh","leg","full",7,5,71.43
"Shashank Singh","off","length",49,77,157.14
"Shashank Singh","line","length",68,119,175
"Shashank Singh","leg","length",14,24,171.43
"Shashank Singh","off","back of length",57,70,122.81
"Shashank Singh","line","back of length",51,84,164.71
"Shashank Singh","leg","back of length",18,19,105.56
"Shashank Singh","off","short",29,59,203.45
"Shashank Singh","line","short",30,53,176.67
"Shashank Singh","leg","short",14,26,185.71
"Shashank Singh","off","bouncer",12,21,175
"Shashank Singh","line","bouncer",15,25,166.67
"Shashank Singh","leg","bouncer",2,1,50
"Shivam Mavi","off","full",2,0,0
"Shivam Mavi","leg","full",1,0,0
"Shivam Mavi","off","length",2,1,50
"Shivam Mavi","off","back of length",1,1,100
"Shivam Mavi","off","bouncer",1,1,100
"Shivam Singh","off","length",1,1,100
"Shivam Singh","line","length",2,1,50
"Shubman Gill","off","yorker",73,103,141.1
"Shubman Gill","line","yorker",78,105,134.62
"Shubman Gill","leg","yorker",24,36,150
"Shubman Gill","off","full",127,166,130.71
"Shubman Gill","line","full",138,188,136.23
"Shubman Gill","leg","full",36,41,113.89
"Shubman Gill","off","length",163,275,168.71
"Shubman Gill","line","length",198,310,156.57
"Shubman Gill","leg","length",55,91,165.45
"Shubman Gill","off","back of length",172,296,172.09
"Shubman Gill","line","back of length",181,279,154.14
"Shubman Gill","leg","back of length",57,70,122.81
"Shubman Gill","off","short",81,101,124.69
"Shubman Gill","line","short",118,200,169.49
"Shubman Gill","leg","short",43,57,132.56
"Shubman Gill","off","bouncer",35,61,174.29
"Shubman Gill","line","bouncer",40,48,120
"Shubman Gill","leg","bouncer",19,22,115.79
"Sikandar Raza","off","yorker",7,10,142.86
"Sikandar Raza","line","yorker",3,1,33.33
"Sikandar Raza","off","full",9,7,77.78
"Sikandar Raza","line","full",14,16,114.29
"Sikandar Raza","leg","full",2,3,150
"Sikandar Raza","off","length",19,32,168.42
"Sikandar Raza","line","length",10,19,190
"Sikandar Raza","leg","length",7,16,228.57
"Sikandar Raza","off","back of length",15,14,93.33
"Sikandar Raza","line","back of length",17,19,111.76
"Sikandar Raza","leg","back of length",7,14,200
"Sikandar Raza","off","short",7,8,114.29
"Sikandar Raza","line","short",7,3,42.86
"Sikandar Raza","leg","short",3,6,200
"Sikandar Raza","off","bouncer",3,1,33.33
"Sikandar Raza","line","bouncer",6,13,216.67
"Simarjeet Singh","off","yorker",1,2,200
"Simarjeet Singh","line","yorker",1,0,0
"Simarjeet Singh","leg","yorker",1,0,0
"Simarjeet Singh","line","full",1,1,100
"Simarjeet Singh","leg","full",1,1,100
"Simarjeet Singh","line","length",2,0,0
"Simarjeet Singh","leg","length",1,0,0
"Simarjeet Singh","off","back of length",2,2,100
"Simarjeet Singh","leg","back of length",1,1,100
"Simarjeet Singh","off","short",1,2,200
"Simarjeet Singh","line","short",1,0,0
"Simarjeet Singh","off","bouncer",1,1,100
"Simarjeet Singh","leg","bouncer",1,0,0
"Sumit Kumar","off","yorker",2,0,0
"Sumit Kumar","line","yorker",2,1,50
"Sumit Kumar","leg","yorker",1,4,400
"Sumit Kumar","off","full",2,1,50
"Sumit Kumar","line","full",1,4,400
"Sumit Kumar","off","length",2,6,300
"Sumit Kumar","line","length",2,0,0
"Sumit Kumar","leg","length",2,0,0
"Sumit Kumar","off","back of length",2,0,0
"Sumit Kumar","line","back of length",2,0,0
"Sumit Kumar","leg","back of length",2,0,0
"Sumit Kumar","leg","short",1,0,0
"Sumit Kumar","off","bouncer",1,1,100
"Sumit Kumar","line","bouncer",2,1,50
"Suryansh Shedge","off","yorker",2,2,100
"Suryansh Shedge","line","full",2,2,100
"Suryansh Shedge","off","length",1,2,200
"Suryansh Shedge","leg","length",1,0,0
"Suryansh Shedge","line","back of length",2,0,0
"Suryansh Shedge","line","bouncer",3,1,33.33
"Swapnil Singh","line","yorker",1,1,100
"Swapnil Singh","leg","yorker",1,1,100
"Swapnil Singh","line","full",2,1,50
"Swapnil Singh","leg","full",3,2,66.67
"Swapnil Singh","off","length",1,0,0
"Swapnil Singh","line","length",2,0,0
"Swapnil Singh","leg","length",1,4,400
"Swapnil Singh","line","back of length",5,12,240
"Swapnil Singh","off","short",3,7,233.33
"Swapnil Singh","line","short",1,0,0
"Swapnil Singh","off","bouncer",2,1,50
"Swapnil Singh","line","bouncer",2,10,500
"Swapnil Singh","leg","bouncer",1,0,0
"Tom Kohler-Cadmore","off","yorker",4,10,250
"Tom Kohler-Cadmore","line","yorker",1,4,400
"Tom Kohler-Cadmore","leg","yorker",1,0,0
"Tom Kohler-Cadmore","off","full",6,0,0
"Tom Kohler-Cadmore","line","full",4,5,125
"Tom Kohler-Cadmore","leg","full",1,1,100
"Tom Kohler-Cadmore","off","length",4,9,225
"Tom Kohler-Cadmore","line","length",6,3,50
"Tom Kohler-Cadmore","leg","length",3,5,166.67
"Tom Kohler-Cadmore","off","back of length",11,7,63.64
"Tom Kohler-Cadmore","line","back of length",9,3,33.33
"Tom Kohler-Cadmore","leg","back of length",1,1,100
"Tom Kohler-Cadmore","line","short",1,0,0
"Tom Kohler-Cadmore","leg","short",1,0,0
"Tom Kohler-Cadmore","off","bouncer",1,0,0
"Tristan Stubbs","off","yorker",22,52,236.36
"Tristan Stubbs","line","yorker",26,57,219.23
"Tristan Stubbs","leg","yorker",8,18,225
"Tristan Stubbs","off","full",29,40,137.93
"Tristan Stubbs","line","full",35,54,154.29
"Tristan Stubbs","leg","full",9,10,111.11
"Tristan Stubbs","off","length",49,71,144.9
"Tristan Stubbs","line","length",47,76,161.7
"Tristan Stubbs","leg","length",17,25,147.06
"Tristan Stubbs","off","back of length",49,74,151.02
"Tristan Stubbs","line","back of length",53,68,128.3
"Tristan Stubbs","leg","back of length",11,22,200
"Tristan Stubbs","off","short",21,42,200
"Tristan Stubbs","line","short",23,51,221.74
"Tristan Stubbs","leg","short",12,13,108.33
"Tristan Stubbs","off","bouncer",11,23,209.09
"Tristan Stubbs","line","bouncer",6,12,200
"Tristan Stubbs","leg","bouncer",5,3,60
"Trent Boult","off","yorker",1,1,100
"Trent Boult","line","yorker",3,5,166.67
"Trent Boult","off","full",2,2,100
"Trent Boult","line","full",2,1,50
"Trent Boult","leg","full",1,1,100
"Trent Boult","off","length",12,14,116.67
"Trent Boult","line","length",5,12,240
"Trent Boult","leg","length",5,6,120
"Trent Boult","off","back of length",12,12,100
"Trent Boult","line","back of length",8,4,50
"Trent Boult","leg","back of length",2,0,0
"Trent Boult","off","short",2,3,150
"Trent Boult","line","short",2,2,100
"Trent Boult","leg","short",1,0,0
"Trent Boult","off","bouncer",2,1,50
"Trent Boult","line","bouncer",1,2,200
"Trent Boult","leg","bouncer",2,6,300
"Tim Southee","line","yorker",3,2,66.67
"Tim Southee","leg","yorker",1,0,0
"Tim Southee","off","length",3,0,0
"Tim Southee","line","length",1,0,0
"Tim Southee","leg","length",1,0,0
"Tim Southee","off","back of length",2,0,0
"Tim Southee","off","bouncer",1,0,0
"Tim David","off","yorker",33,47,142.42
"Tim David","line","yorker",22,32,145.45
"Tim David","leg","yorker",9,3,33.33
"Tim David","off","full",37,74,200
"Tim David","line","full",26,35,134.62
"Tim David","leg","full",14,16,114.29
"Tim David","off","length",59,98,166.1
"Tim David","line","length",54,105,194.44
"Tim David","leg","length",13,24,184.62
"Tim David","off","back of length",55,110,200
"Tim David","line","back of length",46,68,147.83
"Tim David","leg","back of length",24,44,183.33
"Tim David","off","short",28,62,221.43
"Tim David","line","short",28,53,189.29
"Tim David","leg","short",15,28,186.67
"Tim David","off","bouncer",6,12,200
"Tim David","line","bouncer",8,26,325
"Tim David","leg","bouncer",8,8,100
"Tim Seifert","off","yorker",1,4,400
"Tim Seifert","off","full",2,4,200
"Tim Seifert","line","full",2,0,0
"Tim Seifert","leg","full",1,0,0
"Tim Seifert","off","length",1,0,0
"Tim Seifert","line","length",4,5,125
"Tim Seifert","leg","length",2,0,0
"Tim Seifert","off","back of length",2,3,150
"Tim Seifert","leg","back of length",1,4,400
"Tim Seifert","off","short",1,0,0
"Tim Seifert","line","bouncer",2,4,200
"Travis Head","off","yorker",26,46,176.92
"Travis Head","line","yorker",24,39,162.5
"Travis Head","leg","yorker",7,26,371.43
"Travis Head","off","full",44,76,172.73
"Travis Head","line","full",43,90,209.3
"Travis Head","leg","full",15,31,206.67
"Travis Head","off","length",54,121,224.07
"Travis Head","line","length",67,135,201.49
"Travis Head","leg","length",19,30,157.89
"Travis Head","off","back of length",54,64,118.52
"Travis Head","line","back of length",55,84,152.73
"Travis Head","leg","back of length",19,36,189.47
"Travis Head","off","short",36,52,144.44
"Travis Head","line","short",26,41,157.69
"Travis Head","leg","short",18,37,205.56
"Travis Head","off","bouncer",11,24,218.18
"Travis Head","line","bouncer",8,8,100
"Travis Head","leg","bouncer",2,1,50
"Tymal Mills","leg","full",1,0,0
"Tymal Mills","leg","length",2,0,0
"Tushar Deshpande","line","yorker",1,0,0
"Tushar Deshpande","leg","full",1,0,0
"Tushar Deshpande","off","length",1,1,100
"Tushar Deshpande","leg","length",1,1,100
"Tushar Deshpande","off","back of length",2,0,0
"Tushar Deshpande","line","back of length",2,2,100
"Tushar Deshpande","off","short",1,2,200
"Tushar Deshpande","line","short",1,0,0
"Tushar Deshpande","line","bouncer",1,1,100
"Tanush Kotian","line","yorker",1,0,0
"Tanush Kotian","off","full",3,1,33.33
"Tanush Kotian","line","full",6,6,100
"Tanush Kotian","leg","full",1,2,200
"Tanush Kotian","off","length",4,2,50
"Tanush Kotian","line","length",3,1,33.33
"Tanush Kotian","leg","length",1,0,0
"Tanush Kotian","off","back of length",6,7,116.67
"Tanush Kotian","line","back of length",3,4,133.33
"Tanush Kotian","off","short",1,0,0
"Tanush Kotian","off","bouncer",1,1,100
"Tanush Kotian","line","bouncer",1,0,0
"Tilak Varma","off","yorker",58,57,98.28
"Tilak Varma","line","yorker",40,66,165
"Tilak Varma","leg","yorker",18,24,133.33
"Tilak Varma","off","full",75,107,142.67
"Tilak Varma","line","full",70,104,148.57
"Tilak Varma","leg","full",16,35,218.75
"Tilak Varma","off","length",127,195,153.54
"Tilak Varma","line","length",131,198,151.15
"Tilak Varma","leg","length",27,29,107.41
"Tilak Varma","off","back of length",99,150,151.52
"Tilak Varma","line","back of length",120,185,154.17
"Tilak Varma","leg","back of length",46,49,106.52
"Tilak Varma","off","short",58,84,144.83
"Tilak Varma","line","short",64,90,140.62
"Tilak Varma","leg","short",26,41,157.69
"Tilak Varma","off","bouncer",25,29,116
"Tilak Varma","line","bouncer",24,32,133.33
"Tilak Varma","leg","bouncer",17,24,141.18
"Umesh Yadav","off","yorker",2,2,100
"Umesh Yadav","line","yorker",2,2,100
"Umesh Yadav","leg","yorker",5,2,40
"Umesh Yadav","off","full",6,9,150
"Umesh Yadav","line","full",5,9,180
"Umesh Yadav","off","length",2,2,100
"Umesh Yadav","line","length",10,20,200
"Umesh Yadav","leg","length",2,0,0
"Umesh Yadav","off","back of length",10,16,160
"Umesh Yadav","line","back of length",6,7,116.67
"Umesh Yadav","leg","back of length",5,4,80
"Umesh Yadav","off","short",6,1,16.67
"Umesh Yadav","line","short",4,2,50
"Umesh Yadav","leg","short",3,3,100
"Umesh Yadav","off","bouncer",1,0,0
"Umesh Yadav","line","bouncer",3,7,233.33
"Umesh Yadav","leg","bouncer",1,0,0
"Umran Malik","leg","yorker",1,0,0
"Umran Malik","off","full",2,1,50
"Umran Malik","off","length",2,2,100
"Umran Malik","line","length",6,12,200
"Umran Malik","off","back of length",1,2,200
"Umran Malik","line","back of length",1,0,0
"Umran Malik","off","short",2,6,300
"Umran Malik","line","bouncer",1,0,0
"Urvil Patel","off","yorker",1,3,300
"Urvil Patel","line","yorker",2,2,100
"Urvil Patel","off","full",2,1,50
"Urvil Patel","line","full",2,5,250
"Urvil Patel","leg","full",1,6,600
"Urvil Patel","off","length",2,10,500
"Urvil Patel","line","length",4,9,225
"Urvil Patel","leg","length",1,6,600
"Urvil Patel","off","back of length",2,0,0
"Urvil Patel","line","back of length",7,18,257.14
"Urvil Patel","off","short",4,1,25
"Urvil Patel","line","short",3,6,200
"Urvil Patel","leg","short",1,1,100
"Virat Kohli","off","yorker",77,103,133.77
"Virat Kohli","line","yorker",57,62,108.77
"Virat Kohli","leg","yorker",32,49,153.12
"Virat Kohli","off","full",145,195,134.48
"Virat Kohli","line","full",127,216,170.08
"Virat Kohli","leg","full",48,54,112.5
"Virat Kohli","off","length",191,277,145.03
"Virat Kohli","line","length",192,258,134.38
"Virat Kohli","leg","length",70,113,161.43
"Virat Kohli","off","back of length",188,244,129.79
"Virat Kohli","line","back of length",185,289,156.22
"Virat Kohli","leg","back of length",67,92,137.31
"Virat Kohli","off","short",77,118,153.25
"Virat Kohli","line","short",86,111,129.07
"Virat Kohli","leg","short",48,57,118.75
"Virat Kohli","off","bouncer",42,50,119.05
"Virat Kohli","line","bouncer",37,60,162.16
"Virat Kohli","leg","bouncer",20,30,150
"V Nigam","off","yorker",5,18,360
"V Nigam","line","yorker",3,6,200
"V Nigam","off","full",6,17,283.33
"V Nigam","line","full",10,23,230
"V Nigam","leg","full",1,1,100
"V Nigam","off","length",12,15,125
"V Nigam","line","length",10,17,170
"V Nigam","leg","length",4,0,0
