"Batter_Name","line_bin","length_bin","Balls","Runs","SR"
"Jaydev Unadkat","off","yorker",2,2,100
"Jaydev Unadkat","line","yorker",2,1,50
"Jaydev Unadkat","leg","yorker",1,2,200
"Jaydev Unadkat","off","full",12,15,125
"Jaydev Unadkat","line","full",1,0,0
"Jaydev Unadkat","leg","full",3,5,166.67
"Jaydev Unadkat","off","length",5,6,120
"Jaydev Unadkat","line","length",9,12,133.33
"Jaydev Unadkat","leg","length",2,3,150
"Jaydev Unadkat","off","back of length",7,10,142.86
"Jaydev Unadkat","line","back of length",9,14,155.56
"Jaydev Unadkat","leg","back of length",2,1,50
"Jaydev Unadkat","off","short",9,12,133.33
"Jaydev Unadkat","line","short",2,2,100
"Jaydev Unadkat","leg","short",2,4,200
"Jaydev Unadkat","line","bouncer",1,2,200
"Jaydev Unadkat","leg","bouncer",1,1,100
"James Neesham","off","yorker",2,2,100
"James Neesham","leg","yorker",1,1,100
"James Neesham","off","full",1,4,400
"James Neesham","line","full",2,0,0
"James Neesham","leg","full",1,1,100
"James Neesham","off","length",4,3,75
"James Neesham","line","length",4,10,250
"James Neesham","leg","length",1,1,100
"James Neesham","off","back of length",3,1,33.33
"James Neesham","line","back of length",4,5,125
"James Neesham","off","short",1,1,100
"James Neesham","line","short",1,1,100
"James Neesham","leg","short",1,1,100
"James Neesham","leg","bouncer",1,0,0
"Joe Root","off","full",1,0,0
"Joe Root","line","full",2,1,50
"Joe Root","off","length",2,0,0
"Joe Root","line","length",4,2,50
"Joe Root","off","back of length",2,5,250
"Joe Root","line","back of length",1,1,100
"Joe Root","off","short",1,1,100
"Joe Root","line","short",2,0,0
"Jacob Bethell","off","yorker",2,2,100
"Jacob Bethell","off","full",5,3,60
"Jacob Bethell","line","full",4,0,0
"Jacob Bethell","leg","full",1,4,400
"Jacob Bethell","off","length",4,5,125
"Jacob Bethell","line","length",1,4,400
"Jacob Bethell","leg","length",2,4,200
"Jacob Bethell","off","back of length",2,5,250
"Jacob Bethell","line","back of length",5,15,300
"Jacob Bethell","leg","back of length",2,7,350
"Jacob Bethell","off","short",3,5,166.67
"Jacob Bethell","line","short",7,9,128.57
"Jacob Bethell","line","bouncer",1,4,400
"Jasprit Bumrah","line","yorker",1,1,100
"Jasprit Bumrah","leg","yorker",1,1,100
"Jasprit Bumrah","off","full",1,0,0
"Jasprit Bumrah","off","length",4,0,0
"Jasprit Bumrah","line","length",3,1,33.33
"Jasprit Bumrah","leg","length",1,1,100
"Jasprit Bumrah","off","back of length",3,0,0
"Jasprit Bumrah","line","back of length",4,3,75
"Jasprit Bumrah","leg","back of length",1,4,400
"Jasprit Bumrah","off","short",1,0,0
"Jasprit Bumrah","line","short",1,1,100
"Jason Roy","off","yorker",10,9,90
"Jason Roy","line","yorker",5,7,140
"Jason Roy","leg","yorker",6,7,116.67
"Jason Roy","off","full",14,18,128.57
"Jason Roy","line","full",12,10,83.33
"Jason Roy","leg","full",4,6,150
"Jason Roy","off","length",17,35,205.88
"Jason Roy","line","length",17,18,105.88
"Jason Roy","leg","length",10,24,240
"Jason Roy","off","back of length",28,35,125
"Jason Roy","line","back of length",18,32,177.78
"Jason Roy","leg","back of length",10,26,260
"Jason Roy","off","short",13,13,100
"Jason Roy","line","short",9,21,233.33
"Jason Roy","leg","short",7,20,285.71
"Jason Roy","off","bouncer",3,3,100
"Jason Roy","line","bouncer",3,1,33.33
"Jason Roy","leg","bouncer",3,0,0
"Jonny Bairstow","off","yorker",6,11,183.33
"Jonny Bairstow","line","yorker",14,16,114.29
"Jonny Bairstow","leg","yorker",5,4,80
"Jonny Bairstow","off","full",33,50,151.52
"Jonny Bairstow","line","full",31,17,54.84
"Jonny Bairstow","leg","full",12,27,225
"Jonny Bairstow","off","length",55,106,192.73
"Jonny Bairstow","line","length",50,66,132
"Jonny Bairstow","leg","length",13,6,46.15
"Jonny Bairstow","off","back of length",48,73,152.08
"Jonny Bairstow","line","back of length",49,88,179.59
"Jonny Bairstow","leg","back of length",18,42,233.33
"Jonny Bairstow","off","short",22,39,177.27
"Jonny Bairstow","line","short",29,46,158.62
"Jonny Bairstow","leg","short",12,21,175
"Jonny Bairstow","off","bouncer",6,11,183.33
"Jonny Bairstow","line","bouncer",10,5,50
"Jonny Bairstow","leg","bouncer",3,8,266.67
"Jitesh Sharma","off","yorker",33,36,109.09
"Jitesh Sharma","line","yorker",20,31,155
"Jitesh Sharma","leg","yorker",10,12,120
"Jitesh Sharma","off","full",45,100,222.22
"Jitesh Sharma","line","full",38,59,155.26
"Jitesh Sharma","leg","full",11,16,145.45
"Jitesh Sharma","off","length",66,87,131.82
"Jitesh Sharma","line","length",71,121,170.42
"Jitesh Sharma","leg","length",26,42,161.54
"Jitesh Sharma","off","back of length",74,72,97.3
"Jitesh Sharma","line","back of length",87,149,171.26
"Jitesh Sharma","leg","back of length",26,41,157.69
"Jitesh Sharma","off","short",32,64,200
"Jitesh Sharma","line","short",37,75,202.7
"Jitesh Sharma","leg","short",9,13,144.44
"Jitesh Sharma","off","bouncer",18,26,144.44
"Jitesh Sharma","line","bouncer",19,26,136.84
"Jitesh Sharma","leg","bouncer",10,21,210
"Jason Holder","off","yorker",3,2,66.67
"Jason Holder","off","full",9,22,244.44
"Jason Holder","line","full",5,8,160
"Jason Holder","off","length",7,2,28.57
"Jason Holder","line","length",11,3,27.27
"Jason Holder","leg","length",3,11,366.67
"Jason Holder","off","back of length",8,8,100
"Jason Holder","line","back of length",4,9,225
"Jason Holder","off","short",2,0,0
"Jason Holder","line","short",1,4,400
"Jason Holder","leg","short",1,1,100
"Jason Holder","off","bouncer",1,0,0
"Jason Behrendorff","off","yorker",1,0,0
"Jason Behrendorff","line","yorker",1,1,100
"Jason Behrendorff","leg","yorker",1,1,100
"Jason Behrendorff","line","full",1,1,100
"Jason Behrendorff","leg","full",1,0,0
"Jason Behrendorff","line","length",1,1,100
"Jason Behrendorff","off","back of length",1,1,100
"Jason Behrendorff","line","back of length",1,1,100
"Jason Behrendorff","leg","short",1,0,0
"Josh Inglis","off","yorker",4,1,25
"Josh Inglis","line","yorker",3,2,66.67
"Josh Inglis","leg","yorker",2,2,100
"Josh Inglis","off","full",13,19,146.15
"Josh Inglis","line","full",11,20,181.82
"Josh Inglis","leg","full",6,6,100
"Josh Inglis","off","length",23,31,134.78
"Josh Inglis","line","length",22,41,186.36
"Josh Inglis","leg","length",7,9,128.57
"Josh Inglis","off","back of length",20,36,180
"Josh Inglis","line","back of length",16,38,237.5
"Josh Inglis","leg","back of length",5,7,140
"Josh Inglis","off","short",15,33,220
"Josh Inglis","line","short",8,11,137.5
"Josh Inglis","leg","short",6,14,233.33
"Josh Inglis","off","bouncer",1,1,100
"Josh Inglis","line","bouncer",6,7,116.67
"Josh Inglis","leg","bouncer",3,0,0
"Josh Hazlewood","off","yorker",1,0,0
"Josh Hazlewood","line","yorker",1,1,100
"Josh Hazlewood","leg","yorker",2,1,50
"Josh Hazlewood","off","full",4,2,50
"Josh Hazlewood","line","full",2,3,150
"Josh Hazlewood","leg","full",1,0,0
"Josh Hazlewood","off","length",1,0,0
"Josh Hazlewood","line","length",1,0,0
"Josh Hazlewood","leg","length",1,1,100
"Josh Hazlewood","off","back of length",6,7,116.67
"Josh Hazlewood","line","back of length",3,1,33.33
"Josh Hazlewood","off","short",2,0,0
"Josh Hazlewood","line","short",1,1,100
"Josh Hazlewood","off","bouncer",1,1,100
"Josh Hazlewood","line","bouncer",2,1,50
"Krishnappa Gowtham","off","yorker",2,8,400
"Krishnappa Gowtham","line","yorker",3,2,66.67
"Krishnappa Gowtham","leg","yorker",1,1,100
"Krishnappa Gowtham","off","full",3,10,333.33
"Krishnappa Gowtham","line","full",5,7,140
"Krishnappa Gowtham","off","length",5,1,20
"Krishnappa Gowtham","line","length",5,10,200
"Krishnappa Gowtham","off","back of length",4,3,75
"Krishnappa Gowtham","line","back of length",1,0,0
"Krishnappa Gowtham","leg","back of length",1,6,600
"Krishnappa Gowtham","off","short",1,1,100
"Krishnappa Gowtham","line","short",3,4,133.33
"Krishnappa Gowtham","off","bouncer",3,2,66.67
"Krishnappa Gowtham","leg","bouncer",1,6,600
"Kumar Kartikeya","off","yorker",1,0,0
"Kumar Kartikeya","off","full",3,5,166.67
"Kumar Kartikeya","line","full",3,2,66.67
"Kumar Kartikeya","off","length",1,0,0
"Kumar Kartikeya","line","length",2,2,100
"Kumar Kartikeya","off","back of length",2,2,100
"Kumar Kartikeya","line","back of length",2,0,0
"Kumar Kartikeya","leg","back of length",1,1,100
"Kumar Kartikeya","leg","short",1,0,0
"Kumar Kartikeya","leg","bouncer",1,0,0
"Kagiso Rabada","off","yorker",4,5,125
"Kagiso Rabada","line","yorker",2,0,0
"Kagiso Rabada","leg","yorker",3,8,266.67
"Kagiso Rabada","off","full",4,1,25
"Kagiso Rabada","line","full",8,13,162.5
"Kagiso Rabada","off","length",11,6,54.55
"Kagiso Rabada","line","length",11,13,118.18
"Kagiso Rabada","leg","length",4,1,25
"Kagiso Rabada","off","back of length",3,6,200
"Kagiso Rabada","line","back of length",5,1,20
"Kagiso Rabada","leg","back of length",1,0,0
"Kagiso Rabada","off","short",1,0,0
"Kagiso Rabada","line","short",8,22,275
"Kagiso Rabada","leg","short",2,1,50
"Kyle Jamieson","off","back of length",1,0,0
"Kyle Jamieson","line","back of length",1,0,0
"Kyle Jamieson","off","short",1,0,0
"Kyle Jamieson","leg","short",2,0,0
"Keshav Maharaj","line","length",2,1,50
"Kieron Pollard","off","yorker",5,4,80
"Kieron Pollard","line","yorker",4,2,50
"Kieron Pollard","leg","yorker",3,2,66.67
"Kieron Pollard","off","full",11,17,154.55
"Kieron Pollard","line","full",16,18,112.5
"Kieron Pollard","leg","full",3,12,400
"Kieron Pollard","off","length",14,17,121.43
"Kieron Pollard","line","length",15,18,120
"Kieron Pollard","leg","length",4,4,100
"Kieron Pollard","off","back of length",19,20,105.26
"Kieron Pollard","line","back of length",11,4,36.36
"Kieron Pollard","leg","back of length",2,1,50
"Kieron Pollard","off","short",9,11,122.22
"Kieron Pollard","line","short",7,7,100
"Kieron Pollard","leg","short",5,3,60
"Kieron Pollard","off","bouncer",3,2,66.67
"Kieron Pollard","line","bouncer",2,1,50
"Kieron Pollard","leg","bouncer",1,1,100
"Dinesh Karthik","off","yorker",18,39,216.67
"Dinesh Karthik","line","yorker",19,36,189.47
"Dinesh Karthik","leg","yorker",12,10,83.33
"Dinesh Karthik","off","full",23,46,200
"Dinesh Karthik","line","full",40,50,125
"Dinesh Karthik","leg","full",14,27,192.86
"Dinesh Karthik","off","length",44,97,220.45
"Dinesh Karthik","line","length",62,75,120.97
"Dinesh Karthik","leg","length",18,36,200
"Dinesh Karthik","off","back of length",52,106,203.85
"Dinesh Karthik","line","back of length",43,71,165.12
"Dinesh Karthik","leg","back of length",18,34,188.89
"Dinesh Karthik","off","short",27,48,177.78
"Dinesh Karthik","line","short",24,30,125
"Dinesh Karthik","leg","short",13,18,138.46
"Dinesh Karthik","off","bouncer",15,25,166.67
"Dinesh Karthik","line","bouncer",13,37,284.62
"Dinesh Karthik","leg","bouncer",4,11,275
"Krunal Pandya","off","yorker",25,28,112
"Krunal Pandya","line","yorker",19,26,136.84
"Krunal Pandya","leg","yorker",7,4,57.14
"Krunal Pandya","off","full",41,51,124.39
"Krunal Pandya","line","full",40,48,120
"Krunal Pandya","leg","full",6,7,116.67
"Krunal Pandya","off","length",54,56,103.7
"Krunal Pandya","line","length",61,75,122.95
"Krunal Pandya","leg","length",22,24,109.09
"Krunal Pandya","off","back of length",63,81,128.57
"Krunal Pandya","line","back of length",48,59,122.92
"Krunal Pandya","leg","back of length",24,25,104.17
"Krunal Pandya","off","short",25,39,156
"Krunal Pandya","line","short",30,41,136.67
"Krunal Pandya","leg","short",12,13,108.33
"Krunal Pandya","off","bouncer",9,13,144.44
"Krunal Pandya","line","bouncer",10,14,140
"Krunal Pandya","leg","bouncer",8,9,112.5
"Khaleel Ahmed","line","length",1,0,0
"Khaleel Ahmed","off","back of length",1,0,0
"Khaleel Ahmed","line","back of length",1,1,100
"Khaleel Ahmed","leg","short",1,0,0
"Karun Nair","off","yorker",8,9,112.5
"Karun Nair","line","yorker",5,7,140
"Karun Nair","off","full",7,13,185.71
"Karun Nair","line","full",13,22,169.23
"Karun Nair","leg","full",2,5,250
"Karun Nair","off","length",21,36,171.43
"Karun Nair","line","length",19,21,110.53
"Karun Nair","leg","length",3,7,233.33
"Karun Nair","off","back of length",11,24,218.18
"Karun Nair","line","back of length",17,36,211.76
"Karun Nair","leg","back of length",5,5,100
"Karun Nair","off","short",7,9,128.57
"Karun Nair","line","short",5,12,240
"Karun Nair","leg","short",3,0,0
"Karun Nair","off","bouncer",3,1,33.33
"Karun Nair","line","bouncer",3,5,166.67
"Karun Nair","leg","bouncer",2,2,100
"KL Rahul","off","yorker",57,71,124.56
"KL Rahul","line","yorker",62,71,114.52
"KL Rahul","leg","yorker",11,21,190.91
"KL Rahul","off","full",101,118,116.83
"KL Rahul","line","full",121,174,143.8
"KL Rahul","leg","full",42,51,121.43
"KL Rahul","off","length",155,206,132.9
"KL Rahul","line","length",172,257,149.42
"KL Rahul","leg","length",51,76,149.02
"KL Rahul","off","back of length",155,218,140.65
"KL Rahul","line","back of length",161,209,129.81
"KL Rahul","leg","back of length",62,96,154.84
"KL Rahul","off","short",70,96,137.14
"KL Rahul","line","short",94,106,112.77
"KL Rahul","leg","short",40,54,135
"KL Rahul","off","bouncer",41,64,156.1
"KL Rahul","line","bouncer",34,47,138.24
"KL Rahul","leg","bouncer",20,21,105
"KM Asif","line","full",1,0,0
"KM Asif","leg","bouncer",1,0,0
"Kedar Jadhav","off","yorker",2,6,300
"Kedar Jadhav","line","yorker",1,2,200
"Kedar Jadhav","off","full",1,1,100
"Kedar Jadhav","off","length",1,0,0
"Kedar Jadhav","off","back of length",1,1,100
"Kedar Jadhav","leg","back of length",1,0,0
"Kedar Jadhav","off","short",1,1,100
"Kedar Jadhav","line","short",2,1,50
"Kyle Mayers","off","yorker",12,7,58.33
"Kyle Mayers","line","yorker",20,37,185
"Kyle Mayers","leg","yorker",5,10,200
"Kyle Mayers","off","full",19,18,94.74
"Kyle Mayers","line","full",18,23,127.78
"Kyle Mayers","leg","full",3,6,200
"Kyle Mayers","off","length",30,47,156.67
"Kyle Mayers","line","length",34,23,67.65
"Kyle Mayers","leg","length",11,12,109.09
"Kyle Mayers","off","back of length",22,30,136.36
"Kyle Mayers","line","back of length",29,49,168.97
"Kyle Mayers","leg","back of length",10,29,290
"Kyle Mayers","off","short",15,38,253.33
"Kyle Mayers","line","short",12,17,141.67
"Kyle Mayers","leg","short",8,18,225
"Kyle Mayers","off","bouncer",3,0,0
"Kyle Mayers","line","bouncer",8,7,87.5
"Kyle Mayers","leg","bouncer",4,8,200
"Kuldeep Sen","off","yorker",1,0,0
"Kuldeep Sen","line","length",1,0,0
"Kuldeep Sen","off","back of length",1,0,0
"K Srikar Bharat","off","yorker",2,4,200
"K Srikar Bharat","line","full",1,0,0
"K Srikar Bharat","off","length",1,0,0
"K Srikar Bharat","line","back of length",1,0,0
"K Srikar Bharat","leg","short",1,4,400
"K Srikar Bharat","line","bouncer",1,0,0
"KS Rathore","line","full",1,0,0
"KS Rathore","line","length",1,0,0
"KS Rathore","off","back of length",2,0,0
"KS Rathore","line","short",1,0,0
"Karan Sharma","off","full",1,1,100
"Karan Sharma","leg","full",2,2,100
"Karan Sharma","off","length",2,0,0
"Karan Sharma","line","length",3,2,66.67
"Karan Sharma","leg","length",1,1,100
"Karan Sharma","off","back of length",3,1,33.33
"Karan Sharma","line","back of length",3,1,33.33
"Karan Sharma","leg","back of length",1,1,100
"Karan Sharma","off","short",2,4,200
"Karan Sharma","line","short",2,2,100
"Karan Sharma","off","bouncer",3,0,0
"Karan Sharma","line","bouncer",2,1,50
"Kane Williamson","off","yorker",13,19,146.15
"Kane Williamson","line","yorker",11,10,90.91
"Kane Williamson","off","full",20,19,95
"Kane Williamson","line","full",13,22,169.23
"Kane Williamson","leg","full",4,5,125
"Kane Williamson","off","length",35,29,82.86
"Kane Williamson","line","length",41,34,82.93
"Kane Williamson","leg","length",9,6,66.67
"Kane Williamson","off","back of length",27,35,129.63
"Kane Williamson","line","back of length",31,24,77.42
"Kane Williamson","leg","back of length",11,8,72.73
"Kane Williamson","off","short",15,9,60
"Kane Williamson","line","short",14,11,78.57
"Kane Williamson","leg","short",6,0,0
"Kane Williamson","off","bouncer",3,2,66.67
"Kane Williamson","line","bouncer",4,5,125
"Kane Williamson","leg","bouncer",2,5,250
"Kwena Maphaka","leg","full",1,4,400
"Kwena Maphaka","off","back of length",1,4,400
"Karn Sharma","off","yorker",3,7,233.33
"Karn Sharma","line","yorker",1,4,400
"Karn Sharma","off","full",1,0,0
"Karn Sharma","line","full",2,2,100
"Karn Sharma","off","length",4,2,50
"Karn Sharma","line","length",1,6,600
"Karn Sharma","leg","length",2,2,100
"Karn Sharma","off","back of length",2,5,250
"Karn Sharma","line","back of length",2,0,0
"Karn Sharma","leg","back of length",2,6,300
"Karn Sharma","line","short",1,1,100
"Kartik Tyagi","line","yorker",1,2,200
"Kartik Tyagi","line","full",3,4,133.33
"Kartik Tyagi","line","back of length",1,1,100
"Kartik Tyagi","leg","short",1,0,0
"Kuldeep Yadav","off","yorker",5,5,100
"Kuldeep Yadav","line","yorker",8,5,62.5
"Kuldeep Yadav","leg","yorker",4,2,50
"Kuldeep Yadav","off","full",10,11,110
"Kuldeep Yadav","line","full",9,4,44.44
"Kuldeep Yadav","leg","full",4,1,25
"Kuldeep Yadav","off","length",22,23,104.55
"Kuldeep Yadav","line","length",26,16,61.54
"Kuldeep Yadav","leg","length",3,0,0
"Kuldeep Yadav","off","back of length",21,21,100
"Kuldeep Yadav","line","back of length",20,25,125
"Kuldeep Yadav","off","short",7,6,85.71
"Kuldeep Yadav","line","short",8,12,150
"Kuldeep Yadav","leg","short",2,1,50
"Kuldeep Yadav","off","bouncer",5,5,100
"Kuldeep Yadav","line","bouncer",3,6,200
"Kuldeep Yadav","leg","bouncer",2,1,50
"Kumar Kushagra","off","yorker",1,1,100
"Kumar Kushagra","off","length",1,0,0
"Kumar Kushagra","leg","length",1,2,200
"Kumar Kushagra","line","back of length",1,0,0
"Kumar Kushagra","line","short",1,0,0
"Kumar Kushagra","off","bouncer",2,0,0
"Lungi Ngidi","line","length",2,0,0
"Luke Wood","off","length",1,6,600
"Luke Wood","off","back of length",1,1,100
"Luke Wood","line","short",1,2,200
"Lizaad Williams","off","length",1,1,100
"Lizaad Williams","line","length",1,0,0
"Lockie Ferguson","leg","yorker",1,1,100
"Lockie Ferguson","off","full",2,5,250
"Lockie Ferguson","leg","full",1,4,400
"Lockie Ferguson","off","back of length",1,0,0
"Lockie Ferguson","line","bouncer",1,0,0
"Liam Livingstone","off","yorker",18,25,138.89
"Liam Livingstone","line","yorker",22,27,122.73
"Liam Livingstone","leg","yorker",10,15,150
"Liam Livingstone","off","full",44,57,129.55
"Liam Livingstone","line","full",48,61,127.08
"Liam Livingstone","leg","full",12,17,141.67
"Liam Livingstone","off","length",62,136,219.35
"Liam Livingstone","line","length",67,129,192.54
"Liam Livingstone","leg","length",17,19,111.76
"Liam Livingstone","off","back of length",72,126,175
"Liam Livingstone","line","back of length",76,93,122.37
"Liam Livingstone","leg","back of length",25,55,220
"Liam Livingstone","off","short",30,60,200
"Liam Livingstone","line","short",33,51,154.55
"Liam Livingstone","leg","short",12,28,233.33
"Liam Livingstone","off","bouncer",13,12,92.31
"Liam Livingstone","line","bouncer",10,19,190
"Liam Livingstone","leg","bouncer",5,9,180
"Lalit Yadav","off","yorker",9,10,111.11
"Lalit Yadav","line","yorker",11,8,72.73
"Lalit Yadav","leg","yorker",5,3,60
"Lalit Yadav","off","full",22,37,168.18
"Lalit Yadav","line","full",17,14,82.35
"Lalit Yadav","leg","full",4,4,100
"Lalit Yadav","off","length",24,26,108.33
"Lalit Yadav","line","length",20,25,125
"Lalit Yadav","leg","length",7,7,100
"Lalit Yadav","off","back of length",28,30,107.14
"Lalit Yadav","line","back of length",15,22,146.67
"Lalit Yadav","leg","back of length",13,9,69.23
"Lalit Yadav","off","short",10,12,120
"Lalit Yadav","line","short",13,12,92.31
"Lalit Yadav","leg","short",5,3,60
"Lalit Yadav","off","bouncer",2,1,50
"Lalit Yadav","line","bouncer",9,10,111.11
"Lalit Yadav","leg","bouncer",3,4,133.33
"Liton Das","line","yorker",1,4,400
"Liton Das","off","back of length",1,0,0
"Liton Das","off","short",1,0,0
"Liton Das","line","bouncer",1,0,0
"Murugan Ashwin","off","yorker",1,0,0
"Murugan Ashwin","off","full",2,0,0
"Murugan Ashwin","line","full",1,0,0
"Murugan Ashwin","off","length",1,0,0
"Murugan Ashwin","line","length",2,1,50
"Murugan Ashwin","off","back of length",1,4,400
"Murugan Ashwin","line","back of length",2,6,300
"Murugan Ashwin","off","short",1,1,100
"Murugan Ashwin","line","short",2,0,0
"Murugan Ashwin","off","bouncer",1,0,0
"Marco Jansen","off","yorker",6,13,216.67
"Marco Jansen","line","yorker",6,8,133.33
"Marco Jansen","leg","yorker",4,3,75
"Marco Jansen","off","full",17,16,94.12
"Marco Jansen","line","full",10,5,50
"Marco Jansen","leg","full",3,4,133.33
"Marco Jansen","off","length",9,7,77.78
"Marco Jansen","line","length",18,17,94.44
"Marco Jansen","leg","length",4,6,150
"Marco Jansen","off","back of length",9,9,100
"Marco Jansen","line","back of length",15,28,186.67
"Marco Jansen","leg","back of length",7,10,142.86
"Marco Jansen","off","short",7,2,28.57
"Marco Jansen","line","short",6,3,50
"Marco Jansen","leg","short",4,5,125
"Marco Jansen","line","bouncer",2,5,250
"Mayank Markande","off","yorker",1,4,400
"Mayank Markande","line","yorker",1,1,100
"Mayank Markande","off","full",1,2,200
"Mayank Markande","leg","full",1,4,400
"Mayank Markande","off","length",1,1,100
"Mayank Markande","line","length",2,7,350
"Mayank Markande","off","back of length",1,0,0
"Mayank Markande","line","back of length",2,1,50
"Mayank Markande","off","short",1,0,0
"Mayank Markande","line","short",2,1,50
"Prasidh Krishna","line","full",1,0,0
"Prasidh Krishna","off","length",3,1,33.33
"Prasidh Krishna","line","length",2,1,50
"Prasidh Krishna","off","back of length",2,1,50
"Prasidh Krishna","line","back of length",2,1,50
"Prasidh Krishna","off","short",1,1,100
"Prasidh Krishna","line","short",1,1,100
"Shahrukh Khan","off","yorker",21,36,171.43
"Shahrukh Khan","line","yorker",15,21,140
"Shahrukh Khan","leg","yorker",7,19,271.43
"Shahrukh Khan","off","full",26,47,180.77
"Shahrukh Khan","line","full",22,30,136.36
"Shahrukh Khan","leg","full",11,25,227.27
"Shahrukh Khan","off","length",44,66,150
"Shahrukh Khan","line","length",44,51,115.91
"Shahrukh Khan","leg","length",19,17,89.47
"Shahrukh Khan","off","back of length",42,73,173.81
"Shahrukh Khan","line","back of length",39,73,187.18
"Shahrukh Khan","leg","back of length",12,9,75
"Shahrukh Khan","off","short",19,23,121.05
"Shahrukh Khan","line","short",23,38,165.22
"Shahrukh Khan","leg","short",14,24,171.43
"Shahrukh Khan","off","bouncer",8,9,112.5
"Shahrukh Khan","line","bouncer",7,17,242.86
"Shahrukh Khan","leg","bouncer",5,1,20
"Maheesh Theekshana","off","yorker",1,6,600
"Maheesh Theekshana","line","yorker",1,1,100
"Maheesh Theekshana","line","full",2,0,0
"Maheesh Theekshana","off","length",3,2,66.67
"Maheesh Theekshana","line","length",8,2,25
"Maheesh Theekshana","off","back of length",3,1,33.33
"Maheesh Theekshana","line","back of length",8,2,25
"Maheesh Theekshana","leg","back of length",1,1,100
"Maheesh Theekshana","off","short",1,0,0
"Maheesh Theekshana","line","short",2,1,50
"Maheesh Theekshana","leg","short",1,0,0
"Maheesh Theekshana","line","bouncer",1,0,0
"Maheesh Theekshana","leg","bouncer",2,1,50
"M Tiwari","off","yorker",1,2,200
"M Tiwari","line","yorker",1,1,100
"M Tiwari","off","length",1,0,0
"M Tiwari","leg","back of length",1,0,0
"Manan Vohra","leg","yorker",1,0,0
"Manan Vohra","off","full",2,6,300
"Manan Vohra","line","full",1,1,100
"Manan Vohra","off","length",3,6,200
"Manan Vohra","line","length",5,6,120
"Manan Vohra","leg","length",1,0,0
"Manan Vohra","off","back of length",4,2,50
"Manan Vohra","line","back of length",1,1,100
"Manan Vohra","off","short",1,1,100
"Manan Vohra","line","short",2,0,0
"Manan Vohra","off","bouncer",1,0,0
"Manan Vohra","line","bouncer",1,6,600
"Mayank Agarwal","off","yorker",23,22,95.65
"Mayank Agarwal","line","yorker",23,40,173.91
"Mayank Agarwal","leg","yorker",4,2,50
"Mayank Agarwal","off","full",33,23,69.7
"Mayank Agarwal","line","full",44,54,122.73
"Mayank Agarwal","leg","full",10,11,110
"Mayank Agarwal","off","length",50,91,182
"Mayank Agarwal","line","length",51,50,98.04
"Mayank Agarwal","leg","length",20,16,80
"Mayank Agarwal","off","back of length",43,44,102.33
"Mayank Agarwal","line","back of length",58,70,120.69
"Mayank Agarwal","leg","back of length",28,29,103.57
"Mayank Agarwal","off","short",34,56,164.71
"Mayank Agarwal","line","short",30,43,143.33
"Mayank Agarwal","leg","short",9,16,177.78
"Mayank Agarwal","off","bouncer",13,20,153.85
"Mayank Agarwal","line","bouncer",16,25,156.25
"Mayank Agarwal","leg","bouncer",6,13,216.67
"Mitchell Starc","off","yorker",2,1,50
"Mitchell Starc","line","full",3,1,33.33
"Mitchell Starc","leg","full",1,1,100
"Mitchell Starc","off","length",1,1,100
"Mitchell Starc","line","length",4,5,125
"Mitchell Starc","off","back of length",3,1,33.33
"Mitchell Starc","line","back of length",2,1,50
"Mitchell Starc","off","short",3,2,66.67
"Mitchell Starc","line","short",1,1,100
"Mitchell Starc","off","bouncer",1,1,100
"Mark Wood","off","yorker",1,1,100
"Mark Wood","line","full",1,0,0
"Mark Wood","line","length",1,0,0
"Mark Wood","leg","length",1,6,600
"Mark Wood","off","back of length",1,4,400
"Dasun Shanaka","off","yorker",3,8,266.67
"Dasun Shanaka","line","yorker",1,4,400
"Dasun Shanaka","off","full",4,1,25
"Dasun Shanaka","line","full",2,3,150
"Dasun Shanaka","leg","full",2,0,0
"Dasun Shanaka","line","length",2,1,50
"Dasun Shanaka","off","back of length",2,1,50
"Dasun Shanaka","line","back of length",5,5,100
"Dasun Shanaka","off","short",3,2,66.67
"Dasun Shanaka","leg","short",1,0,0
"Dasun Shanaka","line","bouncer",1,1,100
"Michael Bracewell","off","yorker",1,0,0
"Michael Bracewell","line","yorker",1,0,0
"Michael Bracewell","off","full",2,5,250
"Michael Bracewell","line","full",5,8,160
"Michael Bracewell","leg","full",1,0,0
"Michael Bracewell","off","length",9,13,144.44
"Michael Bracewell","line","length",6,12,200
"Michael Bracewell","leg","length",2,1,50
"Michael Bracewell","off","back of length",7,9,128.57
"Michael Bracewell","line","back of length",3,1,33.33
"Michael Bracewell","leg","back of length",2,0,0
"Michael Bracewell","off","short",3,3,100
"Michael Bracewell","line","short",1,2,200
"Michael Bracewell","leg","short",1,2,200
"Michael Bracewell","off","bouncer",2,1,50
"Michael Bracewell","line","bouncer",1,1,100
"Mitchell Owen","line","full",1,0,0
"Mitchell Owen","leg","back of length",1,0,0
"Mitchell Santner","off","yorker",6,7,116.67
"Mitchell Santner","line","yorker",2,2,100
"Mitchell Santner","off","full",5,3,60
"Mitchell Santner","line","full",8,5,62.5
"Mitchell Santner","leg","full",1,0,0
"Mitchell Santner","off","length",12,8,66.67
"Mitchell Santner","line","length",9,4,44.44
"Mitchell Santner","leg","length",3,8,266.67
"Mitchell Santner","off","back of length",11,14,127.27
"Mitchell Santner","line","back of length",8,1,12.5
