"","player_name","team","games_played_window","avg_points_q1_per_game","avg_points_q2_per_game","avg_points_q3_per_game","avg_points_q4_per_game","avg_points_first_half_per_game","avg_points_second_half_per_game","points_per_game_last5","rebounds_per_game_last5","assists_per_game_last5","threes_made_per_game_last5","points_per_game_last10","rebounds_per_game_last10","assists_per_game_last10","threes_made_per_game_last10","points_per_game_last15","rebounds_per_game_last15","assists_per_game_last15","threes_made_per_game_last15"
"653","Nickeil Alexander-Walker","Timberwolves",288,1.99,2.46,2.15,2.78,4.45,4.93,12,2.6,2.6,2.4,9.5,1.9,2.4,1.7,8.33,1.8,2.33,1.47
"654","Nicolas Batum","Clippers",236,1.6,2.08,2,1.42,3.67,3.42,4.8,4.2,2.6,1.6,5.6,3.6,1.9,1.8,6.2,3.73,1.6,1.93
"655","Nik Stauskas","Celtics",10,0,0.8,0,2.3,0.8,2.3,0.75,0.6,0.25,0.25,0.71,0.3,0.14,0.14,1.18,0.27,0.36,0.27
"656","Nikola Jokic","Nuggets",343,7.9,5.69,7.85,5.11,13.58,12.97,28,13.4,5.8,1.8,25.3,12.4,6.9,1.7,26.2,12.93,8.33,1.87
"657","Nikola Jovic","Heat",111,3,2.1,2.58,1.5,5.1,4.07,9.5,3.2,1.5,1.5,9.5,1.6,1.5,1.5,8.67,1.53,1.83,1.33
"658","Nikola Vucevic","Bulls",309,5.44,4.06,5.15,3.19,9.5,8.34,18.8,10.8,5,1.8,17.8,10.4,4.6,2.2,16.21,9.07,3.86,2
"659","Noah Clowney","Nets",58,2.34,2.5,2.28,2.19,4.84,4.47,9,2,1,2,7.25,1.5,1,1.25,8.57,1.67,0.86,1.57
"660","Noah Vonleh","Celtics",9,0.44,0.67,0.44,1.22,1.11,1.67,0,0.4,0.33,0,0,0.2,0.25,0,0,0.6,0.25,0
"661","Norman Powell","Clippers",251,3.63,5.18,3.75,4.96,8.81,8.71,17.4,2.8,2,2,16.7,2.7,2.4,2,16.53,2.53,1.93,1.87
"662","Norvel Pelle","Jazz",2,2,0,0,1,2,1,2,1.2,0,0,2,0.67,0,0,2,0.67,0,0
"663","OG Anunoby","Knicks",267,4.28,4.22,4.47,3.29,8.5,7.76,17.8,4,1.4,2,15.6,4.5,1.6,2.1,15.93,4.6,1.47,2.33
"664","Obi Toppin","Pacers",330,2.33,2.83,2.16,2.41,5.16,4.57,11.4,5,0.8,1.4,11.1,4.7,1,1.6,10.4,4.73,1.13,1.13
"665","Ochai Agbaji","Raptors",169,2.83,1.79,2.25,2.15,4.62,4.4,16.75,3.4,1.25,2.75,10.56,3.1,0.89,1.89,11,3.6,1,1.71
"666","Olivier Sarr","Thunder",31,0.71,1.9,0.97,3.61,2.61,4.58,0,0.2,0,0,1.5,0.1,0,0,2.8,0.6,0,0
"667","Olivier-Maxence Prosper","Mavericks",54,1.06,1.28,0.67,2.96,2.33,3.63,8.5,1.2,1.5,1,3.86,1.8,0.57,0.43,4.92,2,1.08,0.25
"668","Omer Yurtseven","Jazz",95,1.2,1.08,1.41,2.47,2.28,3.88,10.6,10.2,1.4,0,9.11,6.8,1.22,0,8.62,5.47,1,0.08
"669","Onuralp Bitim","Bulls",14,0.86,1.21,2,1.5,2.07,3.5,3.33,0.4,0,0.33,1.86,0.3,0.29,0.29,2.5,0.93,0.5,0.25
"670","Onyeka Okongwu","Hawks",264,2.22,3.08,2.29,2.72,5.3,5.01,16.8,9.8,2.8,1.4,17.5,10.5,2.7,1.4,15.93,10.53,2.47,1.2
"671","Orlando Robinson","Raptors",70,1.73,1.29,1.33,1.93,3.01,3.26,11.5,4.4,2.5,0.75,12.44,6.9,3.11,0.78,10.29,6.27,2.5,0.57
"672","Oscar Tshiebwe","Jazz",18,0.67,0.72,0.67,2.39,1.39,3.06,7,4.8,1,0,6.5,5.6,0.83,0,6.5,3.73,0.83,0
"673","Oshae Brissett","76ers",167,1.57,2.17,1.39,2.49,3.74,3.88,4,2.4,0.6,0.4,6,2.1,0.44,0.78,4.67,1.67,0.33,0.58
"674","Oso Ighodaro","Suns",39,1.21,1.31,1.18,1.67,2.51,2.85,6,6,2,0,6.6,6.1,2,0,6,4.07,1.91,0
"675","Otto Porter Jr.","Jazz",92,1.61,2.36,1.68,1.96,3.97,3.64,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA
"676","Ousmane Dieng","Thunder",78,1.56,1.6,1.22,1.87,3.17,3.09,1.5,0,0,0.5,2.4,0.1,0.4,0.8,1.5,0.13,0.25,0.5
"677","P.J. Tucker","Knicks",158,2.04,1.32,2.23,1.12,3.37,3.35,NA,0,NA,NA,0,0,0,0,0,0,0,0
"678","P.J. Washington","Mavericks",281,3.67,3.45,3.04,3.41,7.12,6.45,19.25,5.4,2.5,2.25,22,4.4,2,1.83,19.43,3.27,1.71,1.57
"679","PJ Dozier","Timberwolves",27,1.04,0.74,1,2.19,1.78,3.19,0,0,0,0,0.75,0,0.5,0.25,0.6,0.13,0.6,0.2
"680","PJ Hall","Nuggets",10,0,0,0,2.6,0,2.6,4.5,0.4,0.5,0.5,2.75,0.5,0.25,0.25,2.14,0.53,0.29,0.14
"681","Pacome Dadiet","Knicks",6,0,1.5,0.33,2.83,1.5,3.17,0,0,0,0,1,0,0,0,1,0,0,0
"682","Paolo Banchero","Magic",207,5.77,5.44,6.49,4.63,11.21,11.13,29.4,8.4,4.2,2.4,28,8.7,4.6,1.6,29.47,8.87,4.67,2.07
"683","Paris Bass","Suns",2,0,0,0,3,0,3,3,1,0,0,3,1,0,0,3,1,0,0
"684","Pascal Siakam","Pacers",340,5.93,5.46,6.04,4.6,11.39,10.64,20.2,7.4,3.8,1.6,21.1,7,3.6,1.7,21.73,6.53,3.67,1.6
"685","Pat Connaughton","Bucks",245,1.89,2.06,1.76,1.94,3.95,3.7,2,0.4,0.33,0.33,2.67,0.5,0.67,0.17,2.75,0.33,0.75,0.12
"686","Pat Spencer","Warriors",27,0.41,1.3,0.85,2.37,1.7,3.22,2,1,0.5,0,3.57,1,0.71,0,4.6,0.87,1,0.3
"687","Patrick Baldwin Jr.","Clippers",57,0.49,1.02,0.89,3.53,1.51,4.42,2,1.4,0.33,0.67,2.43,1,0.14,0.71,2.22,0.67,0.11,0.67
"688","Patrick Beverley","Bucks",199,2.39,2.13,1.75,1.37,4.52,3.12,8.8,2.6,5,0.6,9,4.6,5.1,1.1,7.53,4.33,4.33,0.87
"689","Patrick Williams","Bulls",202,2.89,2.47,2.38,2.13,5.36,4.51,9.6,2.8,1.4,1.6,8.5,2.7,1.8,1.5,7.67,2.8,1.6,1.27
"690","Patty Mills","Clippers",150,2.27,2.73,1.98,2.59,4.99,4.57,3,0,0,1,4,0,0,1,2,0,0.25,0.5
"691","Paul George","76ers",211,5.66,4.95,5.87,5.22,10.62,11.09,17,5,4.75,2.5,14.22,4.8,3.89,2,14.36,4.07,3.57,2.21
"692","Paul Millsap","76ers",23,1,2.43,0.22,1.35,3.43,1.57,NA,0,NA,NA,0,0.1,1,0,0,0.07,1,0
"693","Paul Reed","Pistons",207,1.12,1.82,0.9,2.36,2.94,3.26,2.8,3,0.2,0,2.67,1.7,0.17,0,2.38,1.53,0.25,0.12
"694","Paul Watson","Thunder",6,0,2.5,0.67,2,2.5,2.67,NA,0,NA,NA,NA,0,NA,NA,6.33,0.73,1,1
"695","Payton Pritchard","Celtics",279,2.07,3.14,1.6,3.64,5.21,5.24,14.4,2.8,2,3.2,11.2,2.5,1.4,2.3,13.27,2.73,2.27,2.6
"696","Pelle Larsson","Heat",39,1.05,1.87,1.15,1.79,2.92,2.95,5,1.8,1,0.75,7,1.8,1.57,1.14,5.75,1.53,1.25,0.92
"697","Pete Nance","Bucks",6,0.5,0,0,3.17,0.5,3.17,2,1,1,0,1.33,0.5,0.67,0,0.67,0.47,0.33,0
"698","Petr Cornelie","Nuggets",5,0,0,0,2.8,0,2.8,2.5,0.4,0,0.5,2,0.3,0,0.2,1.25,0.4,0,0.12
"699","Peyton Watson","Nuggets",170,1.39,1.81,1.39,2.3,3.2,3.69,4,4,0.4,0.6,5,3.1,0.3,0.7,4.73,3.07,0.33,0.47
"700","Precious Achiuwa","Knicks",253,1.83,2.47,1.98,2.23,4.31,4.21,0.67,0.4,0,0,2,0.7,0,0,1.75,0.6,0,0
"701","Quentin Grimes","76ers",223,2.69,2.47,2.97,2.79,5.16,5.77,23.75,3.6,6,3,29,4.6,5.22,3.56,27.14,4.67,5,3.29
"702","Quenton Jackson","Pacers",28,0.86,1.36,1.32,3.5,2.21,4.82,3.8,0.6,2.2,0.8,4.57,0.6,1.57,0.71,3.9,0.73,2,0.6
"703","Quincy Olivari","Lakers",1,0,3,0,0,3,0,0,0,1,0,1.5,0,0.5,0.5,1.5,0,0.5,0.5
"704","Quinndary Weatherspoon","Warriors",6,0.33,2,1.67,1,2.33,2.67,1,1,0.67,0,2.29,0.9,0.57,0.14,2.4,0.87,0.5,0.1
"705","Quinten Post","Warriors",41,1.98,2.56,1.66,2.68,4.54,4.34,1.6,1.2,0.2,0.4,3.3,2.5,1,0.6,4.53,2.27,1,1
"706","R.J. Hampton","Wizards",101,1.4,2.25,1.66,2.62,3.64,4.29,NA,0,NA,NA,0,0,0.33,0,1.43,0.4,1.14,0.14
"707","RJ Barrett","Raptors",264,5.03,5.25,5.5,4.32,10.28,9.82,16.75,5.4,4.75,1.5,18,4.9,5.75,1.62,20.38,5.07,5.46,1.92
"708","RJ Nembhard Jr.","Cavaliers",6,0,0.33,0.17,2,0.33,2.17,0,0.4,0.5,0,0,0.2,0.25,0,0.4,0.2,0.2,0
"709","RaiQuan Gray","Spurs",3,0.67,4.67,1.67,6,5.33,7.67,7.67,1.4,2,1,9.75,1.6,3.25,1.25,9.75,1.6,3.25,1.25
"710","Rajon Rondo","Cavaliers",30,1.3,2.43,0.93,1.77,3.73,2.7,3.2,2.4,6.6,0.8,4.5,1.9,5.3,0.9,5.86,2.47,5.57,0.93
"711","Raul Neto","Cavaliers",95,1.82,1.74,1.73,1.84,3.56,3.57,0.5,0,0.5,0,4.4,0.6,3.4,0,3.88,0.4,2.75,0
"712","RayJ Dennis","Pacers",4,0,0,0,4.25,0,4.25,5,0.2,1.5,1,3,0.4,1.75,0.5,1.88,0.47,1,0.38
"713","Rayan Rupert","Trail Blazers",50,0.84,0.74,0.94,2.8,1.58,3.74,4.4,0.6,0.8,0.4,3.14,0.3,0.57,0.29,2.44,0.2,0.44,0.22
"714","Rayjon Tucker","Bucks",4,0,2.5,0.75,2.5,2.5,3.25,0.67,0,0,0,0.25,0.3,0,0,1.55,0.53,0.82,0.27
"715","Reece Beekman","Nets",20,0.45,1.05,1.05,1.7,1.5,2.75,7.5,2.6,4.75,0.5,4.22,2.1,2.67,0.33,3.08,1.4,1.92,0.23
"716","Reed Sheppard","Rockets",34,0.97,2,0.62,1.94,2.97,2.56,0,0.2,0.5,0,2.8,0.4,1.2,0.8,2.8,0.27,1.2,0.8
"717","Reggie Bullock Jr.","Rockets",168,2.24,2.08,2.07,2.03,4.33,4.1,2.2,1.4,0.4,0.6,1.4,1,0.3,0.4,1.93,1.93,0.27,0.6
"718","Reggie Jackson","76ers",257,2.84,2.94,3,2.91,5.78,5.92,5.8,1.8,1.4,0.8,5.38,1.2,1,0.75,5.27,1.07,1.18,0.64
"719","Reggie Perry","Trail Blazers",10,1.6,2.5,1.7,3.4,4.1,5.1,10.6,4.6,2,0.2,10.12,4,1.25,0.25,9.2,3.92,1.2,0.3
"720","Richaun Holmes","Wizards",124,1.85,2.18,1.94,2.23,4.03,4.17,9,0.6,1,0,6.33,1.6,1,0,8,3.27,1.71,0
"721","Ricky Council IV","76ers",77,1.34,1.68,1.55,3.57,3.01,5.12,12.6,6.2,2.6,1,11.5,5.3,1.9,1.2,10.13,4.27,1.93,1.13
"722","Ricky Rubio","Cavaliers",62,2.03,2.6,3.05,2.26,4.63,5.31,0,1.2,1,0,2,1.5,3,0.25,3.31,1.4,3.08,0.23
"723","Rob Dillingham","Timberwolves",35,1.11,1.37,1.11,2.83,2.49,3.94,2.67,0.4,2.33,0.33,2,0.3,2,0.25,2.29,0.27,1.43,0.14
"724","Rob Edwards","Thunder",1,0,3,0,0,3,0,1.5,0.75,0,0.5,1.5,0.75,0,0.5,1.5,0.75,0,0.5
"725","Robert Covington","76ers",131,1.22,2.26,1.84,2.63,3.48,4.47,3.5,1,0,0,1.83,1.4,0.67,0,2.4,1.87,0.6,0.2
"726","Robert Williams III","Trail Blazers",154,2.53,2.45,2.23,1.38,4.97,3.6,NA,0,NA,NA,8,0.6,1,0,6,1.4,1.33,0
"727","Robert Woodard II","Spurs",3,0,0,0,2.33,0,2.33,2,0.2,0,0,0.5,0.9,0.75,0,0.33,0.67,0.5,0
"728","Robin Lopez","Bucks",68,1.24,1.68,1.43,1.43,2.91,2.85,2.67,0.4,0,0,1.6,0.2,0.2,0,1.43,0.2,0.29,0
"729","Rodney Hood","Clippers",33,1.12,1.21,0.76,1.85,2.33,2.61,4,0.6,1,1,3.2,0.4,0.6,0.6,3,0.53,0.86,0.43
"730","Rodney McGruder","Pistons",60,1.42,2.33,1.67,2.18,3.75,3.85,NA,0,NA,NA,7,0.4,0,1,14.5,2.33,1.5,3.33
"731","Romeo Langford","Spurs",78,2.01,1.5,1.33,1.76,3.51,3.09,3.5,0.8,0.75,0,6.11,1.8,0.67,0.33,6.54,2.13,1.08,0.38
"732","Ron Harper Jr.","Pistons",4,0.5,0,0,4.5,0.5,4.5,0,0,0,0,2,0.4,0.6,0.2,1.43,0.33,0.71,0.14
"733","Ronald Holland II","Pistons",71,0.83,2.83,0.75,2.06,3.66,2.8,2.25,0.8,0,0,3.67,1.9,0.44,0.11,4.21,2.2,0.86,0.07
"734","Royce O'Neale","Suns",295,2.23,2.32,2.2,1.86,4.55,4.05,6,4.4,2.2,1.6,7.1,4.8,2.6,1.9,7.53,4.53,2.73,2.2
"735","Rudy Gay","Jazz",101,1.86,2.05,1.6,1.8,3.91,3.41,7.8,1.2,1,1.4,7.2,3,1.5,1,7,2.67,1.2,0.8
"736","Rudy Gobert","Timberwolves",319,3.42,3.18,3.24,3.41,6.61,6.65,5.8,6.6,1.6,0,7.7,8,0.9,0,7.87,8.6,0.73,0
"737","Rui Hachimura","Lakers",251,3.38,3.54,3.05,2.54,6.92,5.59,14.8,4.6,1,3,12.4,4.3,0.9,2.3,13.47,4.8,1.2,2.2
"738","Russell Westbrook","Nuggets",310,3.65,3.75,3.65,3.47,7.41,7.12,6.4,3.2,2,1,12,3.5,2.9,1.4,12.13,3.73,2.8,1.47
"739","Ryan Arcidiacono","Knicks",10,0.5,0.6,0.5,2.6,1.1,3.1,0,0.2,0,0,0,0.2,0.2,0,0,0.13,0.14,0
"740","Ryan Dunn","Suns",56,2.29,2.14,2.12,1.66,4.43,3.79,11.4,7,1,1.8,12.3,5.6,0.9,1.9,9.85,4,0.77,1.54
"741","Ryan Rollins","Bucks",55,1.02,1.04,1.45,2.75,2.05,4.2,3.33,0.4,1.33,0.67,7.38,2,3.88,1.12,6.25,1.87,3.08,1
"742","Saben Lee","Suns",71,0.99,1.14,1.58,2.35,2.13,3.93,1.25,0.2,0.25,0,2.11,0.8,1.33,0.11,3.08,1.27,1.38,0.15
"743","Saddiq Bey","Hawks",227,3.72,3.38,3.81,3.63,7.1,7.44,16,6.8,1.6,1.8,14.6,6.1,1.4,1.9,16.13,6.47,1.47,2.13
"744","Sam Hauser","Celtics",242,1.95,1.96,2.09,2.18,3.91,4.27,5.5,1.2,0.5,1.25,5.33,1.7,0.56,1.44,7.57,2.47,0.5,1.93
"745","Sam Merrill","Cavaliers",125,1.78,2.74,1.5,2.42,4.53,3.93,6.25,2.4,1.75,1.75,6.11,2.2,1.89,1.89,5.36,2.33,1.64,1.5
"746","Sandro Mamukelashvili","Spurs",132,1.1,1.37,1.15,3.27,2.47,4.42,7.2,2.6,0.8,1,9.2,3.7,1.2,1.6,8.2,3.33,1.2,1.4
"747","Santi Aldama","Grizzlies",229,3.13,2.66,2.63,1.8,5.79,4.43,13.2,6.4,1.8,2.2,12.1,5.4,2.3,2.1,12.2,5.47,3.13,1.87
"748","Sasha Vezenkov","Kings",37,1.27,1.51,1.38,1.97,2.78,3.35,1.75,1.2,0,0.25,3.25,1.1,0.38,0.75,4.23,1.27,0.38,1
"749","Scoot Henderson","Trail Blazers",125,3.74,3.31,3.5,2.86,7.05,6.36,11,0.4,5,2,12.14,2,4.14,1.71,13.08,2.53,4.17,1.58
"750","Scottie Barnes","Raptors",273,4.28,4.1,4.11,4.67,8.38,8.78,19.2,6.6,4.4,0.6,18.89,7,4.11,0.56,18.62,6.47,4.46,0.62
"751","Scottie Lewis","Hornets",1,0,0,0,1,0,1,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0
"752","Scotty Hopson","Thunder",1,0,2,2,0,2,2,4,0.25,1,0,4,0.25,1,0,4,0.25,1,0
"753","Scotty Pippen Jr.","Grizzlies",101,2.83,2.73,2.51,2.58,5.56,5.1,16.4,5.4,3.8,2,14.6,4.4,4.2,2.1,13.93,4.13,4.93,2
"754","Sekou Doumbouya","Lakers",2,0,0,0,7,0,7,7,1.2,0,0.5,7,1,0,0.5,7,1,0,0.5
"755","Semi Ojeleye","Clippers",19,1.11,0.53,1,2.53,1.63,3.53,5,1.4,0.33,0.33,5.4,1.4,0.8,0.4,4.25,0.93,0.5,0.38
"756","Serge Ibaka","Bucks",62,2.13,2,1.34,1.63,4.13,2.97,4,0.4,0,0,4,0.2,0,0,3,0.27,0,0
"757","Seth Curry","Hornets",196,2.96,3.02,2.73,2.65,5.97,5.38,10.2,0.8,1.6,1.6,7.5,0.9,1.4,1.3,6.71,1.4,1.21,1.29
"758","Seth Lundy","Hawks",6,0,0.5,0,1.83,0.5,1.83,NA,0,NA,NA,1.5,0.2,0,0.5,1.5,0.27,0,0.25
"759","Shaedon Sharpe","Trail Blazers",172,3.89,3.71,3.31,3.42,7.6,6.73,24.75,6.6,2.75,2,19.89,6.5,3.22,2,19.5,6.33,2.93,1.79
"760","Shai Gilgeous-Alexander","Thunder",310,8.93,5.79,9.7,5.14,14.72,14.85,28,4.4,5.6,0.8,30,5,6.3,1.4,31.13,4.67,6.47,1.4
"761","Shake Milton","Lakers",214,1.8,2.15,1.66,2.2,3.95,3.86,0,0,0,0,0.5,0.2,0,0,1.38,0.67,0.62,0
"762","Shaq Buchanan","Grizzlies",1,0,2,0,0,2,0,1,0.67,1,0,1,0.67,1,0,1,0.67,1,0
"763","Shaquille Harrison","Grizzlies",9,1.44,1.33,1.33,2.56,2.78,3.89,0.67,0.4,0,0,0.4,0.2,0.2,0,1.33,0.27,1,0.11
"764","Sharife Cooper","Cavaliers",3,0,0,0,2.33,0,2.33,NA,0,NA,NA,0,0,0,0,0,0,0,0
"765","Sidy Cissoko","Trail Blazers",14,0.71,0.86,0.86,2.57,1.57,3.43,1,1.8,1.67,0,0.6,0.9,1,0,1.25,0.73,0.62,0
"766","Simone Fontecchio","Pistons",159,2.33,2.21,2.47,1.93,4.53,4.4,NA,0,NA,NA,2.75,0.5,0,0.25,6.67,1.6,0.78,1.22
"767","Skal Labissiere","Kings",1,0,0,0,5,0,5,1.25,0.4,0,0.25,0.62,0.3,0.12,0.12,0.62,0.3,0.12,0.12
"768","Skylar Mays","Lakers",42,1.86,1.69,1.62,2.71,3.55,4.33,0,0,0.25,0,0.33,0,0.33,0,0.25,0.07,0.25,0
"769","Solomon Hill","Hawks",2,0,2.5,1.5,0,2.5,1.5,0.4,1.8,0.6,0,0.29,1,0.57,0,0.2,1.07,0.8,0
"770","Spencer Dinwiddie","Mavericks",303,3.06,3.55,3.67,3.47,6.62,7.14,13.8,3.6,6.8,1.2,15.3,3.7,5.5,1.5,13.4,3.07,5.07,1.27
"771","Spencer Jones","Nuggets",5,0.6,1.2,0,2.6,1.8,2.6,4.25,1.2,0.5,0,3.4,0.6,0.4,0,2.43,0.53,0.29,0
"772","Stanley Johnson","Spurs",74,1.53,1.16,1.86,2.12,2.69,3.99,6.4,4.2,1.8,0.4,5.8,4.2,1.7,0.3,5.13,3.73,2.33,0.33
"773","Stanley Umude","Bucks",20,1.05,0.85,1.9,3.25,1.9,5.15,0,0.2,1,0,1.33,0.2,0.33,0,0.86,0.13,0.14,0
"774","Stephen Curry","Warriors",307,6.25,6.25,7.34,6.35,12.5,13.69,13,0.2,1,3,21.67,3.1,4.83,3.83,23.36,4.27,5.09,3.91
"775","Stephon Castle","Spurs",73,3.49,3.44,3.93,3.86,6.93,7.79,19,4.4,7.4,1.2,19.6,5,7.2,1.3,19.27,4.6,5.8,1.4
"776","Sterling Brown","Lakers",37,0.57,1.32,1,1.73,1.89,2.73,0,1.6,0.5,0,1,1.2,0.67,0,0.55,1,0.36,0
"777","Steven Adams","Rockets",170,2.31,1.73,1.75,0.89,4.04,2.64,6.6,6.2,0.6,0,5.25,5.4,0.62,0,4.42,5.13,0.75,0
"778","Svi Mykhailiuk","Jazz",123,1.37,2.2,1.68,2.42,3.58,4.11,11.5,1.8,2.25,1.75,9,1.4,2,1.5,9.12,1.13,2.75,1.62
"779","T.J. McConnell","Pacers",276,2.36,2.66,2.19,2.52,5.03,4.71,12.8,4.2,4,0.2,10,3.4,4,0.5,9.67,3.2,3.93,0.4
"780","T.J. Warren","Timberwolves",46,1.52,3.02,1.48,2.04,4.54,3.52,NA,0,NA,NA,0,0.2,1,0,0,0.2,0.5,0
"781","Tacko Fall","Cavaliers",5,1,0,0,1.4,1,1.4,1.5,1.6,1,0,2.25,1.8,0.5,0,1.43,1.33,0.29,0
"782","Taj Gibson","Hornets",108,1.5,1.51,1.05,0.82,3.01,1.87,3.2,1.6,0.2,0,3.2,0.8,0.2,0,3.25,0.73,0.38,0
"783","Talen Horton-Tucker","Bulls",204,2.07,2.81,2.19,3.45,4.88,5.64,14,2.2,2.2,1.2,11.67,1.1,1.83,1,7.1,1,1.3,0.6
"784","Tari Eason","Rockets",158,2.06,2.8,2.51,3.03,4.86,5.53,6.6,4,0.8,1,8,3.9,1.11,1.11,11.23,4.8,1.46,1.15
"785","Taurean Prince","Bucks",275,2.24,2.62,2.31,1.7,4.86,4,1.2,1,1.6,0.4,5.7,1.9,1.5,1.3,6.4,2.47,1.33,1.2
"786","Taylor Hendricks","Jazz",37,1.54,2.24,2.05,2.43,3.78,4.49,7.5,4.6,1,1.25,6.67,4.2,1.33,1.33,8.57,4.73,1.29,1.79
"787","Taze Moore","Trail Blazers",6,0.33,0,0.83,2.83,0.33,3.67,2,0.8,0,0,6,1.6,1.67,0.67,2.86,1.07,0.86,0.29
"788","Terance Mann","Hawks",297,2.46,2.31,2.52,2.07,4.77,4.6,4.8,2.8,1.6,0.4,7.7,2.6,1.6,0.8,9.07,2.93,2,0.93
"789","Terence Davis","Kings",82,1.94,2.54,2.41,2.45,4.48,4.87,8,1.4,1.67,2,5.33,1.2,1,1.33,6.8,1.07,1.1,1.6
"790","Terquavion Smith","76ers",9,0.33,0.56,0,4.89,0.89,4.89,0.25,0.2,0.25,0,1,0.2,0.33,0.17,0.86,0.13,0.29,0.14
"791","Terrence Ross","Suns",117,2.11,2.89,2.02,2.96,5,4.97,5.5,1.2,0.25,1.5,4.4,0.7,0.2,1.2,5.3,1.6,1.4,0.9
"792","Terrence Shannon Jr.","Timberwolves",25,1.44,2.44,0.64,2.64,3.88,3.28,9.25,1,0.25,0.75,6.5,0.5,0.33,0.5,4.56,0.67,0.33,0.33
"793","Terry Rozier","Heat",256,4.29,4.24,4.79,4.65,8.54,9.44,NA,0,NA,NA,1,0.4,1.5,0,2.8,0.53,2,0.4
"794","Terry Taylor","Kings",61,1.16,1.82,1.84,2.61,2.98,4.44,2,0.6,0.5,0,0.8,0.3,0.4,0,0.86,0.27,0.43,0
"795","Thaddeus Young","Suns",116,1.06,1.85,1.09,2.16,2.91,3.25,2.5,0.2,0,0,1,0.6,0.4,0,1.83,1,0.67,0
"796","Thanasis Antetokounmpo","Bucks",58,0.71,0.59,0.38,2.79,1.29,3.17,0,0,0,0,1,0,0.5,0,0.86,0.07,0.43,0
"797","Theo Maledon","Suns",87,1.45,2.17,1.7,2.84,3.62,4.54,0,0,0,0,1.25,0.1,0,0,1.25,0.07,0,0
"798","Theo Pinson","Mavericks",26,0.54,1.38,0.58,3,1.92,3.58,15.5,4,7.5,3.5,10.33,2.2,5.33,2.33,6.2,1.6,3.4,1.4
"799","Thomas Bryant","Pacers",180,1.74,2.22,1.83,2.3,3.96,4.13,1,0.2,0.25,0.25,2.62,0.6,0.12,0.62,3.25,0.73,0.08,0.58
"800","Tidjane Salaun","Hornets",42,1.74,1.31,1.79,1.74,3.05,3.52,8.4,5.8,2.6,1.6,6.6,4.5,1.7,1.1,6.6,4.93,1.47,1
"801","Tim Frazier","Cavaliers",6,0.5,1.5,2,2.5,2,4.5,1,0,0.5,0,2.29,1,2.43,0.14,3.25,1.27,2.83,0.5
"802","Tim Hardaway Jr.","Pistons",269,3.53,3.57,3.55,2.67,7.1,6.21,10.6,3,1.2,2.6,10.7,2,1,2.3,10.67,2.53,0.93,2.4
"803","Timmy Allen","Grizzlies",5,0.4,0.8,0.4,1,1.2,1.4,2.6,3.4,1,0,2.6,3.4,1,0,2.6,3.4,1,0
"804","Timothe Luwawu-Cabarrot","Hawks",36,1.75,1.22,1.36,2.39,2.97,3.75,1.25,0.6,0.5,0.25,1.88,1.2,0.38,0.38,5.23,1.93,0.92,0.77
"805","Tobias Harris","Pistons",320,4.82,4.1,3.55,3.11,8.93,6.66,13.8,8,0.6,1.2,14.2,6.7,1.1,1.4,14.73,7.27,1.27,1.4
"806","Tomas Satoransky","Wizards",41,0.85,1.63,0.98,1.37,2.49,2.34,6.6,2.4,7.2,0.4,5.3,3.5,7.9,0.2,5.27,3.13,6,0.33
"807","Tony Bradley","Pacers",60,0.82,0.98,0.53,1.83,1.8,2.37,3,1.4,0,0,2.8,1,0,0,2.12,1.13,0.12,0
"808","Tony Snell","Pelicans",32,1.19,1.97,1.38,1.31,3.16,2.69,NA,0,NA,NA,5,0.1,1,0.67,4.4,0.2,0.6,0.6
"809","Torrey Craig","Celtics",210,2.3,1.61,2.08,1.61,3.91,3.69,1,1,1,0.33,1.5,0.5,0.75,0.5,1.57,1.2,1.29,0.43
"810","Tosan Evbuomwan","Nets",39,2.03,2.15,1.72,2.46,4.18,4.18,10.25,3.4,2,1,9.33,3.7,2,0.67,9.14,3.67,2,0.79
"811","Toumani Camara","Trail Blazers",134,2.63,2.27,2.8,2.17,4.9,4.97,14.6,5.2,2.4,2.2,14.44,3.9,2.67,2.44,13.29,4.8,2.57,2.14
"812","Trae Young","Hawks",292,6.41,5.76,7.5,6.06,12.17,13.57,28.8,3,11.4,3.4,27.4,3.4,10.6,3.4,28.21,3.33,11.07,2.79
"813","Trayce Jackson-Davis","Warriors",121,1.74,1.9,2.3,2.12,3.64,4.41,7.25,2.6,0.5,0,4.38,1.9,0.25,0,4.55,1.93,0.36,0
"814","Tre Jones","Bulls",249,1.97,2.63,2.39,2.55,4.6,4.94,16.4,4.4,8,1,14.5,4.3,7,0.8,12.27,3.47,5.47,0.73
"815","Tre Mann","Hornets",166,2.36,2.87,2.31,2.68,5.23,4.99,10,1.8,1.5,1.5,11.22,2.3,2.89,1.33,13.86,2.8,3.21,1.93
"816","Tremont Waters","Wizards",2,3.5,0,0,1.5,3.5,1.5,3.33,1.33,2.33,0.67,3.33,1.33,2.33,0.67,3.33,1.33,2.33,0.67
"817","Trendon Watford","Nets",194,1.86,2.02,1.93,2.6,3.88,4.54,16.6,4.6,3,1.2,14.33,3.2,3.22,0.89,12.31,3.53,3.31,0.92
